Category	ID	Name	Source	p-value	q-value Bonferroni	q-value FDR B&H	q-value FDR B&Y	Hit Count in Query List	Hit Count in Genome	Hit in Query List
Pubmed	21152986	Association of BLK (rs13277113, rs2248932) polymorphism with systemic lupus erythematosus: a meta-analysis.	Pubmed	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	BLK
Pubmed	18438728:gr	Gene expression of opioid and dopamine systems in mouse striatum: effects of CB1 receptors, age and sex.	GeneRIF	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	CNR1
Pubmed	19382910	Vitamin D3 signalling in the brain enhances the function of phosphoprotein enriched in astrocytes--15 kD (PEA-15).	Pubmed	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	PEA15
Pubmed	10764733	Epidermal growth factor treatment enhances the kinase activity of kinase suppressor of Ras.	Pubmed	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	KSR1
Pubmed	18383037:gr	Notch signaling is necessary for GATA3 function in the initiation of T cell development.	GeneRIF	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	GATA3
Pubmed	21968308	[TLR9 expression and its relationship with MCP-1 and TNF-¿ in HCV-stimulated BV2 cells].	Pubmed	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	TLR9
Pubmed	18381576:gr	Expression and function of Cbfa-1/Runx2 in thyroid papillary carcinoma cells.	GeneRIF	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	RUNX2
Pubmed	20122409:gr	The RING domain of RAG1 ubiquitylates histone H3: a novel activity in chromatin-mediated regulation of V(D)J joining.	GeneRIF	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	RAG1
Pubmed	26208482	Repairing of N-mustard derivative BO-1055 induced DNA damage requires NER, HR, and MGMT-dependent DNA repair mechanisms.	Pubmed	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	MGMT
Pubmed	12631081:gr	Uremia induces the osteoblast differentiation factor Cbfa1 in human blood vessels.	GeneRIF	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	RUNX2
Pubmed	17982627	Overexpression of discoidin domain receptor 1 increases the migration and invasion of hepatocellular carcinoma cells in association with matrix metalloproteinase.	Pubmed	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	DDR1
Pubmed	19805512	Alternative splicing modulates autoinhibition and SH3 accessibility in the Src kinase Fyn.	Pubmed	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	FYN
Pubmed	23186169:gr	Detection of RUNX2 gene expression in cumulus cells in women undergoing controlled ovarian stimulation.	GeneRIF	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	RUNX2
Pubmed	20375010:gr	Claudin association with CD81 defines hepatitis C virus entry.	GeneRIF	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	CD81
Pubmed	27246609	Upregulation of microRNA-450 inhibits the progression of lung cancer in vitro and in vivo by targeting interferon regulatory factor 2.	Pubmed	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	IRF2
Pubmed	12528821	PARP expression is increased in astrocytes but decreased in motor neurons in the spinal cord of sporadic ALS patients.	Pubmed	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	PARP1
Pubmed	28091408	Novel Mutation of Cleidocranial Dysplasia-related Frameshift Runt-related Transcription Factor 2 in a Sporadic Chinese Case.	Pubmed	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	RUNX2
Pubmed	15908955:gr	Regulation of bone mass, bone loss and osteoclast activity by cannabinoid receptors.	GeneRIF	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	CNR1
Pubmed	18034425	Defective Artemis nuclease is characterized by coding joints with microhomology in long palindromic-nucleotide stretches.	Pubmed	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	DCLRE1C
Pubmed	19494255:gr	Cutting edge: Primary and secondary effects of CD19 deficiency on cells of the marginal zone.	GeneRIF	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	CD19
Pubmed	19965654:gr	Foxp1 is an essential transcriptional regulator for the generation of quiescent naive T cells during thymocyte development.	GeneRIF	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	FOXP1
Pubmed	12805283:gr	Neocortical long-term potentiation and experience-dependent synaptic plasticity require alpha-calcium/calmodulin-dependent protein kinase II autophosphorylation.	GeneRIF	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	CAMK2A
Pubmed	25579142	Relationship between promoter methylation & tissue expression of MGMT gene in ovarian cancer.	Pubmed	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	MGMT
Pubmed	20382409:gr	T-cell leukemia 1 expression in nodal Epstein-Barr virus-negative diffuse large B-cell lymphoma and primary mediastinal B-cell lymphoma.	GeneRIF	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	TCL1A
Pubmed	23580163	Ectopic Ikaros expression positively correlates with lung cancer progression.	Pubmed	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	IKZF1
Pubmed	15887243	ETV6 gene rearrangements in invasive breast carcinoma.	Pubmed	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	ETV6
Pubmed	23677790:gr	Polymorphism in the promoter region of the Toll-like receptor 9 gene and cervical human papillomavirus infection.	GeneRIF	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	TLR9
Pubmed	18089839:gr	Direct role of streptozotocin in inducing thermal hyperalgesia by enhanced expression of transient receptor potential vanilloid 1 in sensory neurons.	GeneRIF	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	TRPV1
Pubmed	22189847:gr	Fyn is not essential for Bcr-Abl-induced leukemogenesis in mouse bone marrow transplantation models.	GeneRIF	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	FYN
Pubmed	22538187:gr	Specific-site methylation of tumour suppressor ANKRD11 in breast cancer.	GeneRIF	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	ANKRD11
Pubmed	21520077	Class III ß-tubulin and the cytoskeletal gateway for drug resistance in ovarian cancer.	Pubmed	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	TUBB3
Pubmed	19538287:gr	Molecular basis for cation selectivity in claudin-2-based pores.	GeneRIF	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	CLDN2
Pubmed	15455350:gr	Frequent promoter hypermethylation and low expression of the MGMT gene in oligodendroglial tumors.	GeneRIF	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	MGMT
Pubmed	24013273	Intron 3 of the ARID5B gene: a hot spot for acute lymphoblastic leukemia susceptibility.	Pubmed	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	ARID5B
Pubmed	15942648:gr	Expression and functional analyses of mHAUSP regulating apoptosis of cervical adenocarcinoma cells.	GeneRIF	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	USP7
Pubmed	16920494:gr	Toll-like receptor 9 contributes to recognition of Mycobacterium bovis Bacillus Calmette-Guérin by Flt3-ligand generated dendritic cells.	GeneRIF	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	TLR9
Pubmed	22242698:gr	Inflammatory stimuli up-regulate transient receptor potential vanilloid-1 expression in human bronchial fibroblasts.	GeneRIF	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	TRPV1
Pubmed	22993403	Dual roles of PARP-1 promote cancer growth and progression.	Pubmed	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	PARP1
Pubmed	23860928	Increased expression of mitotic arrest deficient-like 1 (MAD1L1) is associated with poor prognosis and insensitive to Taxol treatment in breast cancer.	Pubmed	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	MAD1L1
Pubmed	23393188:gr	Genome-wide analysis of LXR¿ activation reveals new transcriptional networks in human atherosclerotic foam cells.	GeneRIF	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	NR1H3
Pubmed	25781927	Evaluation of the contribution of the EYA4 and GRHL2 genes in Korean patients with autosomal dominant non-syndromic hearing loss.	Pubmed	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	EYA4
Pubmed	21399899	Novel DNA mutation in the GATA3 gene in an Emirati boy with HDR syndrome and hypomagnesemia.	Pubmed	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	GATA3
Pubmed	17653899	Mutation analysis of the DBC2 gene in sporadic and familial breast cancer.	Pubmed	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	RHOBTB2
Pubmed	18200501:gr	Systemic autoimmunity in BAFF-R-mutant A/WySnJ strain mice.	GeneRIF	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	TNFRSF13C
Pubmed	21524353	ZAS3 promotes TNF¿-induced apoptosis by blocking NF¿B-activated expression of the anti-apoptotic genes TRAF1 and TRAF2.	Pubmed	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	HIVEP3
Pubmed	22833457:gr	Mitochondrial phenylalanyl-tRNA synthetase mutations underlie fatal infantile Alpers encephalopathy.	GeneRIF	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	FARS2
Pubmed	20219639:gr	Transient receptor potential vanilloid 1 channels control acetylcholine/2-arachidonoylglicerol coupling in the striatum.	GeneRIF	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	TRPV1
Pubmed	17925330	LETM1, deleted in Wolf-Hirschhorn syndrome is required for normal mitochondrial morphology and cellular viability.	Pubmed	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	LETM1
Pubmed	19161409	Increased expression of TRPV1 channel in intrinsically aged and photoaged human skin in vivo.	Pubmed	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	TRPV1
Pubmed	21266351:gr	hPuf-A/KIAA0020 modulates PARP-1 cleavage upon genotoxic stress.	GeneRIF	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	PARP1
Pubmed	12138207:gr	Microarray analyses during adipogenesis: understanding the effects of Wnt signaling on adipogenesis and the roles of liver X receptor alpha in adipocyte metabolism.	GeneRIF	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	NR1H3
Pubmed	20950788:gr	De novo mutations in FOXP1 in cases with intellectual disability, autism, and language impairment.	GeneRIF	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	FOXP1
Pubmed	21394635:gr	Clinical correlation of MGMT protein expression and promoter methylation in Chinese glioblastoma patients.	GeneRIF	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	MGMT
Pubmed	17721049:gr	Efficacy of temozolomide is correlated with 1p loss and methylation of the deoxyribonucleic acid repair gene MGMT in malignant gliomas.	GeneRIF	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	MGMT
Pubmed	25160502	The presence of androgen receptor elements regulates ZEB1 expression in the absence of androgen receptor.	Pubmed	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	ZEB1
Pubmed	17917076	A genetic variant in cytoskeleton motors amplifies susceptibility to leukoaraiosis in hypertensive smokers: gene-environmental interactions behind vascular white matter demyelinization.	Pubmed	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	KLC1
Pubmed	20848658:gr	Identification of FOXP1 deletions in three unrelated patients with mental retardation and significant speech and language deficits.	GeneRIF	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	FOXP1
Pubmed	21244428	The cannabinoid type-1 receptor carboxyl-terminus, more than just a tail.	Pubmed	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	CNR1
Pubmed	17965865:gr	Pitfalls in the assessment of MGMT expression and in its correlation with survival in diffuse astrocytomas: proposal of a feasible immunohistochemical approach.	GeneRIF	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	MGMT
Pubmed	25867060	Role of Runx2 phosphorylation in prostate cancer and association with metastatic disease.	Pubmed	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	RUNX2
Pubmed	26116703	An intramolecular bond at cluster of differentiation 81 ectodomain is important for hepatitis C virus entry.	Pubmed	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	CD81
Pubmed	23577196	Expression of GATA3 in MDA-MB-231 triple-negative breast cancer cells induces a growth inhibitory response to TGFß.	Pubmed	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	GATA3
Pubmed	21687712:gr	The nucleosome (histone-DNA complex) is the TLR9-specific immunostimulatory component of Plasmodium falciparum that activates DCs.	GeneRIF	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	TLR9
Pubmed	18203259:gr	Identification of collapsin response mediator protein-2 as a potential marker of colorectal carcinoma by comparative analysis of cancer cell secretomes.	GeneRIF	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	DPYSL2
Pubmed	26670746	ZEB1 expression is associated with prognosis of intrahepatic cholangiocarcinoma.	Pubmed	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	ZEB1
Pubmed	23711330	High prevalence of infectious events in thrombotic thrombocytopenic purpura and genetic relationship with toll-like receptor 9 polymorphisms: experience of the French Thrombotic Microangiopathies Reference Center.	Pubmed	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	TLR9
Pubmed	25544793	ZEB1 expression in endometrial biopsy predicts lymph node metastases in patient with endometrial cancer.	Pubmed	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	ZEB1
Pubmed	15567721:gr	High expression during neurogenesis but not mammogenesis of a murine homologue of the Deleted in Breast Cancer2/Rhobtb2 tumor suppressor.	GeneRIF	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	RHOBTB2
Pubmed	12569164	Partial T and B lymphocyte immunodeficiency and predisposition to lymphoma in patients with hypomorphic mutations in Artemis.	Pubmed	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	DCLRE1C
Pubmed	20175877:gr	FoxP1 promotes midbrain identity in embryonic stem cell-derived dopamine neurons by regulating Pitx3.	GeneRIF	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	FOXP1
Pubmed	16648637:gr	The carboxyl-terminal nucleoplasmic region of MAN1 exhibits a DNA binding winged helix domain.	GeneRIF	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	LEMD3
Pubmed	22097602	[The clinical research of the MGMT expression levels in glioma pations].	Pubmed	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	MGMT
Pubmed	1730763	The HB-6, CDw75, and CD76 differentiation antigens are unique cell-surface carbohydrate determinants generated by the beta-galactoside alpha 2,6-sialyltransferase.	Pubmed	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	ST6GAL1
Pubmed	20506110	Cannabinoid receptor 1 mediates palmitic acid-induced apoptosis via endoplasmic reticulum stress in human renal proximal tubular cells.	Pubmed	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	CNR1
Pubmed	21524353:gr	ZAS3 promotes TNF¿-induced apoptosis by blocking NF¿B-activated expression of the anti-apoptotic genes TRAF1 and TRAF2.	GeneRIF	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	HIVEP3
Pubmed	17341595:gr	Multiple roles of the nuclear receptors for oxysterols liver X receptor to maintain male fertility.	GeneRIF	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	NR1H3
Pubmed	22613717	Heterozygous carriage of a dysfunctional Toll-like receptor 9 allele affects CpG oligonucleotide responses in B cells.	Pubmed	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	TLR9
Pubmed	24956560	Association of PARP-1, NF-¿B, NF-¿BIA and IL-6, IL-1ß and TNF-¿ with Graves Disease and Graves Ophthalmopathy.	Pubmed	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	PARP1
Pubmed	22150303	Ikaros and tumor suppression in acute lymphoblastic leukemia.	Pubmed	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	IKZF1
Pubmed	22189846:gr	TCL1A gene involvement in T-cell prolymphocytic leukemia in Japanese patients.	GeneRIF	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	TCL1A
Pubmed	19734454	Post-translational Regulation of Runx2 in Bone and Cartilage.	Pubmed	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	RUNX2
Pubmed	2373995	The B cell antigen CD75 is a cell surface sialytransferase.	Pubmed	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	ST6GAL1
Pubmed	12401207	Current thoughts on the phosphatidylinositol transfer protein family.	Pubmed	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	PITPNC1
Pubmed	19255483:gr	Expression, purification, crystallization and preliminary crystallographic study of the carboxyl-terminal domain of the human voltage-gated proton channel Hv1.	GeneRIF	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	HVCN1
Pubmed	16788379	Polymorphisms in O6-methylguanine DNA methyltransferase and breast cancer risk.	Pubmed	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	MGMT
Pubmed	19752184:gr	Distinct roles for E12 and E47 in B cell specification and the sequential rearrangement of immunoglobulin light chain loci.	GeneRIF	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	TCF3
Pubmed	27097544	Diagnostic value of GATA-3 in cytological identification of parathyroid tissues.	Pubmed	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	GATA3
Pubmed	20007060:gr	Association between polymorphisms of discoidin domain receptor tyrosine kinase 1 (DDR1) and non-segmental vitiligo in the Korean population.	GeneRIF	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	DDR1
Pubmed	15604218	Differential expression of SHIP1 in CD56bright and CD56dim NK cells provides a molecular basis for distinct functional responses to monokine costimulation.	Pubmed	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	INPP5D
Pubmed	18242514:gr	GATA-3 links tumor differentiation and dissemination in a luminal breast cancer model.	GeneRIF	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	GATA3
Pubmed	18192966:gr	Hypermethylation of tumor-suppressor gene CpG islands in small-cell carcinoma of the urinary bladder.	GeneRIF	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	MGMT
Pubmed	20514865	Poly(ADP-ribose) polymerase 1 interaction with apurinic/apyrimidinic sites.	Pubmed	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	PARP1
Pubmed	19273623:gr	PLC-gamma2 is essential for formation and maintenance of memory B cells.	GeneRIF	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	PLCG2
Pubmed	21462132:gr	[Association of single nucleotide polymorphisms in the promoter region of the TLR9 gene with childhood atopic asthma].	GeneRIF	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	TLR9
Pubmed	12941693:gr	Prickle and Strabismus form a functional complex to generate a correct axis during planar cell polarity signaling.	GeneRIF	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	PRICKLE1
Pubmed	15914553:gr	Negative control of basophil expansion by IRF-2 critical for the regulation of Th1/Th2 balance.	GeneRIF	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	IRF2
Pubmed	22209141	Novel compound heterozygous mutations of the SACS gene in autosomal recessive spastic ataxia of Charlevoix-Saguenay.	Pubmed	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	SACS
Pubmed	14706454	LETM1, a gene deleted in Wolf-Hirschhorn syndrome, encodes an evolutionarily conserved mitochondrial protein.	Pubmed	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	LETM1
Pubmed	11086974	Dentritic growth: don't go says flamingo.	Pubmed	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	CELSR1
Pubmed	15723066:gr	Nephrocystin-5, a ciliary IQ domain protein, is mutated in Senior-Loken syndrome and interacts with RPGR and calmodulin.	GeneRIF	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	IQCB1
Pubmed	16898416	Brief communication: stability and catalytic activity of novel circular DNAzymes.	Pubmed	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	ETV6
Pubmed	20007060	Association between polymorphisms of discoidin domain receptor tyrosine kinase 1 (DDR1) and non-segmental vitiligo in the Korean population.	Pubmed	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	DDR1
Pubmed	20018719:gr	Functionality of the voltage-gated proton channel truncated in S4.	GeneRIF	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	HVCN1
Pubmed	20932331	MiR-339-5p inhibits breast cancer cell migration and invasion in vitro and may be a potential biomarker for breast cancer prognosis.	Pubmed	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	MIR339
Pubmed	12055248	A founder mutation in Artemis, an SNM1-like protein, causes SCID in Athabascan-speaking Native Americans.	Pubmed	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	DCLRE1C
Pubmed	7772607	Molecular cloning, sequencing and expression of a cDNA encoding a human liver NAD-dependent alpha-glycerol-3-phosphate dehydrogenase.	Pubmed	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	GPD1
Pubmed	18222434:gr	Transient receptor potential vanilloid receptor-1 confers heat resistance to male germ cells.	GeneRIF	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	TRPV1
Pubmed	20956421	Highly variable clinical phenotypes of hypomorphic RAG1 mutations.	Pubmed	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	RAG1
Pubmed	25660181	Sustained activation of toll-like receptor 9 induces an invasive phenotype in lung fibroblasts: possible implications in idiopathic pulmonary fibrosis.	Pubmed	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	TLR9
Pubmed	18203259	Identification of collapsin response mediator protein-2 as a potential marker of colorectal carcinoma by comparative analysis of cancer cell secretomes.	Pubmed	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	DPYSL2
Pubmed	25533906	Extravirgin olive oil up-regulates CB¿ tumor suppressor gene in human colon cancer cells and in rat colon via epigenetic mechanisms.	Pubmed	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	CNR1
Pubmed	21647678:gr	Expression of claudin 10 protein in hepatocellular carcinoma: impact on survival.	GeneRIF	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	CLDN10
Pubmed	18805782	Endothelial CD81 is a marker of early human atherosclerotic plaques and facilitates monocyte adhesion.	Pubmed	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	CD81
Pubmed	26135202	Novel Somatic Mutation in LEMD3 Splice Site Results in Buschke-Ollendorff Syndrome with Polyostotic Melorheostosis and Osteopoikilosis.	Pubmed	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	LEMD3
Pubmed	20582532	Phosphatidylinositol 3-kinase: the oncoprotein.	Pubmed	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	PIK3R5
Pubmed	19950014:gr	Regulation of osteoblast differentiation by Runx2.	GeneRIF	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	RUNX2
Pubmed	23505468:gr	Altered expression of MGMT in high-grade gliomas results from the combined effect of epigenetic and genetic aberrations.	GeneRIF	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	MGMT
Pubmed	19483695:gr	Interferon regulatory factor-2 protects quiescent hematopoietic stem cells from type I interferon-dependent exhaustion.	GeneRIF	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	IRF2
Pubmed	23534976:gr	B-cell linker protein expression contributes to controlling allergic and autoimmune diseases by mediating IL-10 production in regulatory B cells.	GeneRIF	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	BLNK
Pubmed	15701269:gr	Co-localization of macrophage inflammatory protein-3alpha (Mip-3alpha) and its receptor, CCR6, promotes pancreatic cancer cell invasion.	GeneRIF	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	CCR6
Pubmed	22014045:gr	Increased Toll-like receptor 9 expression indicates adverse prognosis in oesophageal adenocarcinoma.	GeneRIF	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	TLR9
Pubmed	16677656	Do allelic variants of the connexin37 1019 gene polymorphism differentially predict for coronary artery disease and myocardial infarction?	Pubmed	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	GJA4
Pubmed	15864349:gr	Endocannabinoid activation at hepatic CB1 receptors stimulates fatty acid synthesis and contributes to diet-induced obesity.	GeneRIF	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	CNR1
Pubmed	23471668:gr	Clinical significance of RUNX2 expression in patients with nonsmall cell lung cancer: a 5-year follow-up study.	GeneRIF	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	RUNX2
Pubmed	12119040:gr	Substrate specificity and sequence preference of G:T mismatch repair: incision at G:T, O6-methylguanine:T, and G:U mispairs in DNA by human cell extracts.	GeneRIF	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	MGMT
Pubmed	17889105	Poly(ADP-ribose) polymerase expression in kidney transplantation: from alfa (alpha) to Omega (Omega).	Pubmed	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	PARP1
Pubmed	25716203	Clinicopathological significance and potential drug target of O6-methylguanine-DNA methyltransferase in colorectal cancer: a meta-analysis.	Pubmed	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	MGMT
Pubmed	17943724	Chromosomal deletion, promoter hypermethylation and downregulation of FYN in prostate cancer.	Pubmed	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	FYN
Pubmed	19144984:gr	BCR-mediated uptake of antigen linked to TLR9 ligand stimulates B-cell proliferation and antigen-specific plasma cell formation.	GeneRIF	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	TLR9
Pubmed	24813204	IFN-¿ suppresses GATA3 transcription from a distal exon and promotes H3K27 trimethylation of the CNS-1 enhancer in human Th2 cells.	Pubmed	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	GATA3
Pubmed	16038794	Heterologous regulation of chemokine receptor signaling by the lipid phosphatase SHIP in lymphocytes.	Pubmed	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	INPP5D
Pubmed	19131628:gr	HDAC4 regulates neuronal survival in normal and diseased retinas.	GeneRIF	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	HDAC4
Pubmed	22226083:gr	Transient infantile hypertriglyceridemia, fatty liver, and hepatic fibrosis caused by mutated GPD1, encoding glycerol-3-phosphate dehydrogenase 1.	GeneRIF	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	GPD1
Pubmed	17440926	Increased toll-like receptor 9 expression in cervical neoplasia.	Pubmed	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	TLR9
Pubmed	18054777:gr	Effect of double-strand break DNA sequence on the PARP-1 NHEJ pathway.	GeneRIF	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	PARP1
Pubmed	24504675	Polymorphisms of Toll-like receptor 9 are associated with nasopharyngeal carcinoma susceptibility.	Pubmed	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	TLR9
Pubmed	11908734:gr	Ikaros gene expression and leukemia.	GeneRIF	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	IKZF1
Pubmed	19380766	Ig-like transcript 3 regulates expression of proinflammatory cytokines and migration of activated T cells.	Pubmed	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	LILRB4
Pubmed	21590281:gr	Inhibition of cerebral type 1 cannabinoid receptors is associated with impaired auditory mismatch negativity generation in the ketamine model of schizophrenia.	GeneRIF	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	CNR1
Pubmed	10447790	A genetic polymorphism in connexin 37 as a prognostic marker for atherosclerotic plaque development.	Pubmed	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	GJA4
Pubmed	15469741	Gamma irradiation up-regulates expression of B cell differentiation molecule CD23 by NF-kappaB activation.	Pubmed	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	FCER2
Pubmed	21943362	Genome wide gene expression regulation by HIP1 Protein Interactor, HIPPI: prediction and validation.	Pubmed	3.737E-3	1.000E0	9.198E-3	9.618E-2	1	1	IFT57
