Category	ID	Name	Source	p-value	q-value Bonferroni	q-value FDR B&H	q-value FDR B&Y	Hit Count in Query List	Hit Count in Genome	Hit in Query List
Pubmed	24070612	Determinants of the tumor suppressor INPP4B protein and lipid phosphatase activities.	Pubmed	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	INPP4B
Pubmed	20097856	Activation of ExoU phospholipase activity requires specific C-terminal regions.	Pubmed	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	SOD1
Pubmed	23161903:gr	Critical role of the adhesion receptor DNAX accessory molecule-1 (DNAM-1) in the development of inflammation-driven dermal fibrosis in a mouse model of systemic sclerosis.	GeneRIF	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	CD226
Pubmed	23620575:gr	LIM kinase-1 selectively promotes glycoprotein Ib-IX-mediated TXA2 synthesis, platelet activation, and thrombosis.	GeneRIF	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	LIMK1
Pubmed	17092942:gr	Disease-associated mutations at copper ligand histidine residues of superoxide dismutase 1 diminish the binding of copper and compromise dimer stability.	GeneRIF	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	SOD1
Pubmed	20522249:gr	Survival and function of CD47-deficient thymic grafts in mice.	GeneRIF	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	CD47
Pubmed	7655468	An improved protocol for the analysis of SOD1 gene mutations, and a new mutation in exon 4.	Pubmed	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	SOD1
Pubmed	7998989	Isolation and characterization of CD47 glycoprotein: a multispanning membrane protein which is the same as integrin-associated protein (IAP) and the ovarian tumour marker OA3.	Pubmed	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	CD47
Pubmed	26646322	Upregulation of flotillin-1 promotes invasion and metastasis by activating TGF-¿ signaling in nasopharyngeal carcinoma.	Pubmed	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	FLOT1
Pubmed	22471903	Misfolded SOD1 and ALS: zeroing in on mitochondria.	Pubmed	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	SOD1
Pubmed	19046404:gr	Recruitment of mitochondria into apoptotic signaling correlates with the presence of inclusions formed by amyotrophic lateral sclerosis-associated SOD1 mutations.	GeneRIF	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	SOD1
Pubmed	21800301	Differential gene expression in the axotomized facial motor nucleus of presymptomatic SOD1 mice.	Pubmed	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	SOD1
Pubmed	8298637	Mild ALS in Japan associated with novel SOD mutation.	Pubmed	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	SOD1
Pubmed	16716900:gr	Absence of CuZn superoxide dismutase leads to elevated oxidative stress and acceleration of age-dependent skeletal muscle atrophy.	GeneRIF	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	SOD1
Pubmed	10692497	Calmodulin increases the sensitivity of type 3 inositol-1,4, 5-trisphosphate receptors to Ca(2+) inhibition in human bronchial mucosal cells.	Pubmed	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	ITPR3
Pubmed	19570459	[Relationship between changes of endogenous nitric oxide synthase inhibitor and hydrolase and initiation of pre-eclampsia].	Pubmed	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	DDAH2
Pubmed	10233149	Glucose-induced autophagy of peroxisomes in Pichia pastoris requires a unique E1-like protein.	Pubmed	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	ATG7
Pubmed	21491121:gr	Soluble CD40 ligand levels in acute pulmonary embolism: a prospective, randomized, controlled study.	GeneRIF	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	CD40LG
Pubmed	20144891:gr	The conditioning lesion effect on sympathetic neurite outgrowth is dependent on gp130 cytokines.	GeneRIF	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	IL6ST
Pubmed	28150318	Determine exogenous human DDAH2 gene function in rabbit bone marrow-derived endothelial progenitor cells in vitro.	Pubmed	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	DDAH2
Pubmed	21692800:gr	Biochemical properties and in vivo effects of the SOD1 zinc-binding site mutant (H80G).	GeneRIF	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	SOD1
Pubmed	12183075	Mutation analyses of the NFAT1 gene in chondrosarcomas and enchondromas.	Pubmed	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	NFATC1
Pubmed	24988487	Coherent somatic mutation in autoimmune disease.	Pubmed	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	PTPRN2
Pubmed	22670878:gr	REM behavior disorder associated with familial amyotrophic lateral sclerosis.	GeneRIF	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	SOD1
Pubmed	18428003	SOD1 gene mutations in ALS patients from British Columbia, Canada: clinical features, neurophysiology and ethical issues in management.	Pubmed	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	SOD1
Pubmed	20111867	Amyotrophic lateral sclerosis is a non-amyloid disease in which extensive misfolding of SOD1 is unique to the familial form.	Pubmed	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	SOD1
Pubmed	22554704	The IL6R variation Asp(358)Ala is a potential modifier of lung function in subjects with asthma.	Pubmed	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	IL6R
Pubmed	11801691	CD40 ligand-deficient T cells from X-linked hyper-IgM syndrome carriers have intrinsic priming capability.	Pubmed	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	CD40LG
Pubmed	19088197	The co-chaperone BAG3 regulates Herpes Simplex Virus replication.	Pubmed	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	BAG3
Pubmed	25952151	Osteogenic differentiation of human MSCs: Specific occupancy of the mitochondrial DNA by NFATc1 transcription factor.	Pubmed	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	NFATC1
Pubmed	19479890	Runx and ThPOK: a balancing act to regulate thymocyte lineage commitment.	Pubmed	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	ZBTB7B
Pubmed	21658778	Genetic association between bipolar disorder and 524A>C (Leu133Ile) polymorphism of CNR2 gene, encoding for CB2 cannabinoid receptor.	Pubmed	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	CNR2
Pubmed	10652349	Identification of amino acid residues and protein kinases involved in the regulation of NFATc subcellular localization.	Pubmed	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	NFATC1
Pubmed	16670282:gr	Deficit of CD47 results in a defect of marginal zone dendritic cells, blunted immune response to particulate antigen and impairment of skin dendritic cell migration.	GeneRIF	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	CD47
Pubmed	26055357	Evaluation of common variants in CNR2 gene for bone mineral density and osteoporosis susceptibility in postmenopausal women of Han Chinese.	Pubmed	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	CNR2
Pubmed	20981468	Pitfalls of "hyper"-IgM syndrome: a new CD40 ligand mutation in the presence of low IgM levels. A case report and a critical review of the literature.	Pubmed	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	CD40LG
Pubmed	20221404:gr	Modification of superoxide dismutase 1 (SOD1) properties by a GFP tag--implications for research into amyotrophic lateral sclerosis (ALS).	GeneRIF	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	SOD1
Pubmed	12646616:gr	The mechanism of CD47-dependent killing of T cells: heterotrimeric Gi-dependent inhibition of protein kinase A.	GeneRIF	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	CD47
Pubmed	12706811	Regulation by heavy metals and temperature of the human BAG-3 gene, a modulator of Hsp70 activity.	Pubmed	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	BAG3
Pubmed	15080495:gr	Aberrant splicing of FHIT transcripts in human gastric cancer cell lines.	GeneRIF	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	FHIT
Pubmed	24155874	Altered intracellular localization of SOD1 in leukocytes from patients with sporadic amyotrophic lateral sclerosis.	Pubmed	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	SOD1
Pubmed	17380463:gr	[Fragile histidine triad protein expression and correlation with apoptosis in rectal carcinoma].	GeneRIF	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	FHIT
Pubmed	12697681	CD40 ligand blocks apoptosis induced by tumor necrosis factor alpha, glucocorticoids, and etoposide in osteoblasts and the osteocyte-like cell line murine long bone osteocyte-Y4.	Pubmed	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	CD40LG
Pubmed	19416874:gr	Role of mutant SOD1 disulfide oxidation and aggregation in the pathogenesis of familial ALS.	GeneRIF	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	SOD1
Pubmed	19855132:gr	Autophagy regulates adipose mass and differentiation in mice.	GeneRIF	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	ATG7
Pubmed	19352495:gr	The anti-apoptotic activity of BAG3 is restricted by caspases and the proteasome.	GeneRIF	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	BAG3
Pubmed	21472004	BAG3: a multifaceted protein that regulates major cell pathways.	Pubmed	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	BAG3
Pubmed	21162213	[Significance of calcineurin activation and CD40L expression in patients with active lupus nephritis].	Pubmed	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	CD40LG
Pubmed	17241118:gr	The CB2 cannabinoid agonist AM-1241 prolongs survival in a transgenic mouse model of amyotrophic lateral sclerosis when initiated at symptom onset.	GeneRIF	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	CNR2
Pubmed	20664054	An epigenetic chromatin remodeling role for NFATc1 in transcriptional regulation of growth and survival genes in diffuse large B-cell lymphomas.	Pubmed	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	NFATC1
Pubmed	16989689	Polymorphisms of the gene coding for copper/zinc superoxide dismutase (SOD1) in patients with Japanese encephalitis.	Pubmed	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	SOD1
Pubmed	25056437	Differential expression of tripartite motif-containing family in normal human dermal fibroblasts in response to porcine endogenous retrovirus infection.	Pubmed	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	TRIM2
Pubmed	21078175:gr	The human G93A-SOD1 mutation in a pre-symptomatic rat model of amyotrophic lateral sclerosis increases the vulnerability to a mild spinal cord compression.	GeneRIF	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	SOD1
Pubmed	22234746:gr	Upregulation of CD40 ligand and enhanced monocyte-platelet aggregate formation are associated with worse clinical outcome after ischaemic stroke.	GeneRIF	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	CD40LG
Pubmed	20629665	Ascorbic acid infusion blunts CD40L upregulation in patients undergoing coronary stent.	Pubmed	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	CD40LG
Pubmed	18666828	Protein aggregation and protein instability govern familial amyotrophic lateral sclerosis patient survival.	Pubmed	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	SOD1
Pubmed	15154116:gr	Allelic heterogeneity in the COH1 gene explains clinical variability in Cohen syndrome.	GeneRIF	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	VPS13B
Pubmed	8673704	DNAM-1, a novel adhesion molecule involved in the cytolytic function of T lymphocytes.	Pubmed	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	CD226
Pubmed	16920710	Degradation of amyotrophic lateral sclerosis-linked mutant Cu,Zn-superoxide dismutase proteins by macroautophagy and the proteasome.	Pubmed	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	SOD1
Pubmed	19299510	Modifications of superoxide dismutase (SOD1) in human erythrocytes: a possible role in amyotrophic lateral sclerosis.	Pubmed	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	SOD1
Pubmed	19572319:gr	In vivo post-transcriptional regulation of CD154 in mouse CD4+ T cells.	GeneRIF	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	CD40LG
Pubmed	22804629	Structural switching of Cu,Zn-superoxide dismutases at loop VI: insights from the crystal structure of 2-mercaptoethanol-modified enzyme.	Pubmed	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	SOD1
Pubmed	23236175:gr	Extracellular superoxide dismutase is important for hippocampal neurogenesis and preservation of cognitive functions after irradiation.	GeneRIF	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	SOD1
Pubmed	24934151	Hypermethylation of DDAH2 promoter contributes to the dysfunction of endothelial progenitor cells in coronary artery disease patients.	Pubmed	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	DDAH2
Pubmed	19707993	ARDS as presenting symptom in an infant with CD40L deficiency (Hyper-IgM syndrome Type 1).	Pubmed	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	CD40LG
Pubmed	17404609	gp130 receptor ligands as potential therapeutic targets for obesity.	Pubmed	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	IL6ST
Pubmed	16584877:gr	Association between dietary fat and antioxidant status of Tunisian type 2 diabetic patients.	GeneRIF	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	SOD1
Pubmed	22926189	Cellular toxicity of mutant SOD1 protein is linked to an easily soluble, non-aggregated form in vitro.	Pubmed	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	SOD1
Pubmed	25599774	No association between the functional cannabinoid receptor type 2 Q63R variants and inflammatory bowel disease in Turkish subjects.	Pubmed	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	CNR2
Pubmed	15302794	Soluble CD40 ligand in pulmonary arterial hypertension: possible pathogenic role of the interaction between platelets and endothelial cells.	Pubmed	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	CD40LG
Pubmed	21679157	HIV-TAT-fused FHIT protein functions as a potential pro-apoptotic molecule in hepatocellular carcinoma cells.	Pubmed	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	FHIT
Pubmed	24815068	CB2 receptor activation inhibits melanoma cell transmigration through the blood-brain barrier.	Pubmed	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	CNR2
Pubmed	22944597:gr	Expression of the antiapoptotic protein BAG3 is a feature of pancreatic adenocarcinoma and its overexpression is associated with poorer survival.	GeneRIF	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	BAG3
Pubmed	22735487	Transformation from a neuroprotective to a neurotoxic microglial phenotype in a mouse model of ALS.	Pubmed	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	SOD1
Pubmed	20624875	Identification of a phosphorylation site in c-Ski as serine 515.	Pubmed	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	SKI
Pubmed	19319195:gr	A novel puf-A gene predicted from evolutionary analysis is involved in the development of eyes and primordial germ-cells.	GeneRIF	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	PUM1
Pubmed	21969586	Astrocytes carrying the superoxide dismutase 1 (SOD1G93A) mutation induce wild-type motor neuron degeneration in vivo.	Pubmed	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	SOD1
Pubmed	9453566	CuZn-superoxide dismutase, extracellular superoxide dismutase, and glutathione peroxidase in blood from individuals homozygous for Asp90Ala CuZu-superoxide dismutase mutation.	Pubmed	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	SOD1
Pubmed	21084599:gr	The bone morphogenetic protein roof plate chemorepellent regulates the rate of commissural axonal growth.	GeneRIF	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	LIMK1
Pubmed	25403978	Interaction of CD154 with different receptors and its role in bidirectional signals.	Pubmed	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	CD40LG
Pubmed	12057912:gr	Fragile histidine triad gene abnormalities in the pathogenesis of gallbladder carcinoma.	GeneRIF	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	FHIT
Pubmed	24011664	c-Ski activates cancer-associated fibroblasts to regulate breast cancer cell invasion.	Pubmed	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	SKI
Pubmed	18991891:gr	Functional expression of brain neuronal CB2 cannabinoid receptors are involved in the effects of drugs of abuse and in depression.	GeneRIF	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	CNR2
Pubmed	1280226	Cloning of TRAP, a ligand for CD40 on human T cells.	Pubmed	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	CD40LG
Pubmed	22944597	Expression of the antiapoptotic protein BAG3 is a feature of pancreatic adenocarcinoma and its overexpression is associated with poorer survival.	Pubmed	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	BAG3
Pubmed	26499943	Mitotic arrest deficient-like 1 is correlated with poor prognosis in small-cell lung cancer after surgical resection.	Pubmed	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	MAD1L1
Pubmed	12218187:gr	The hDcp2 protein is a mammalian mRNA decapping enzyme.	GeneRIF	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	DCP2
Pubmed	18555695:gr	IL-6 receptor expression and IL-6 effects change during osteoblast differentiation.	GeneRIF	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	IL6R
Pubmed	26796853	The clinicopathological significance of FHIT hypermethylation in non-small cell lung cancer, a meta-analysis and literature review.	Pubmed	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	FHIT
Pubmed	12483524	Evidence that instability within the FRA3B region extends four megabases.	Pubmed	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	FHIT
Pubmed	22193914	Expanding the clinical and genetic spectrum of human CD40L deficiency: the occurrence of paracoccidioidomycosis and other unusual infections in Brazilian patients.	Pubmed	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	CD40LG
Pubmed	22641236	CD47 expression regulated by the miR-133a tumor suppressor is a novel prognostic marker in esophageal squamous cell carcinoma.	Pubmed	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	CD47
Pubmed	21295508:gr	Roles of circulating soluble interleukin (IL)-6 receptor and IL-6 receptor expression on CD4+ T cells in patients with chronic hepatitis B.	GeneRIF	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	IL6R
Pubmed	21554318	Muscle cells and motoneurons differentially remove mutant SOD1 causing familial amyotrophic lateral sclerosis.	Pubmed	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	SOD1
Pubmed	15266552:gr	Cannabinoid CB2 receptors are expressed by perivascular microglial cells in the human brain: an immunohistochemical study.	GeneRIF	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	CNR2
Pubmed	15342357:gr	Localization of mitotic arrest deficient 1 (MAD1) in mouse oocytes during the first meiosis and its functions as a spindle checkpoint protein.	GeneRIF	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	MAD1L1
Pubmed	24717336	Interleukin-6 receptor Asp358Ala gene polymorphism is associated with plasma C-reactive protein levels and severity of aortic valve stenosis.	Pubmed	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	IL6R
Pubmed	15866887:gr	Impairment of starvation-induced and constitutive autophagy in Atg7-deficient mice.	GeneRIF	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	ATG7
Pubmed	18081708	Enhancement of T cell activation by immobilized hu5C8 (anti-CD40L) monoclonal antibody.	Pubmed	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	CD40LG
Pubmed	23034280:gr	The transcription factor Th-POK negatively regulates Th17 differentiation in V¿14i NKT cells.	GeneRIF	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	ZBTB7B
Pubmed	18946506:gr	Adherent monomer-misfolded SOD1.	GeneRIF	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	SOD1
Pubmed	19513120:gr	Cannabinoid CB2 receptor potentiates obesity-associated inflammation, insulin resistance and hepatic steatosis.	GeneRIF	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	CNR2
Pubmed	19768813:gr	A nonsynonymous polymorphism in cannabinoid CB2 receptor gene is associated with eating disorders in humans and food intake is modified in mice by its ligands.	GeneRIF	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	CNR2
Pubmed	16046140:gr	Coincident thresholds of mutant protein for paralytic disease and protein aggregation caused by restrictively expressed superoxide dismutase cDNA.	GeneRIF	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	SOD1
Pubmed	16960798	Genetic mapping at 3-kilobase resolution reveals inositol 1,4,5-triphosphate receptor 3 as a risk factor for type 1 diabetes in Sweden.	Pubmed	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	ITPR3
Pubmed	12370407:gr	Allograft rejection by primed/memory CD8+ T cells is CD154 blockade resistant: therapeutic implications for sensitized transplant recipients.	GeneRIF	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	CD40LG
Pubmed	8469989	Tumor cell growth arrest caused by subchromosomal transferable DNA fragments from chromosome 11.	Pubmed	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	TSPAN32
Pubmed	12923261	Functional characterization of the mammalian mRNA decapping enzyme hDcp2.	Pubmed	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	DCP2
Pubmed	22133618	Sleep disturbances and interleukin 6 receptor inhibition in rheumatoid arthritis.	Pubmed	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	IL6R
Pubmed	20974846:gr	Nonamyloid aggregates arising from mature copper/zinc superoxide dismutases resemble those observed in amyotrophic lateral sclerosis.	GeneRIF	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	SOD1
Pubmed	17146286:gr	Motor neuron disease in mice expressing the wild type-like D90A mutant superoxide dismutase-1.	GeneRIF	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	SOD1
Pubmed	20552362	Allelic imbalance and abnormal expression of FHIT in endemic nasopharyngeal carcinoma: association with clinicopathological features.	Pubmed	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	FHIT
Pubmed	20953194	Wild-type and mutant SOD1 share an aberrant conformation and a common pathogenic pathway in ALS.	Pubmed	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	SOD1
Pubmed	12926121	Loss of Fhit protein expression in high-grade and advanced stage endometrial carcinomas.	Pubmed	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	FHIT
Pubmed	17549011	Motor neuron disease in transgenic mice with an H46R mutant SOD1 gene.	Pubmed	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	SOD1
Pubmed	23221330:gr	Decoy receptor 3 suppresses RANKL-induced osteoclastogenesis via down-regulating NFATc1 and enhancing cell apoptosis.	GeneRIF	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	NFATC1
Pubmed	21541300:gr	Cannabinoid receptor 2 signaling does not modulate atherogenesis in mice.	GeneRIF	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	CNR2
Pubmed	19488901:gr	G41S SOD1 mutation: A common ancestor for six ALS Italian families with an aggressive phenotype.	GeneRIF	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	SOD1
Pubmed	20690795:gr	Restoration of fragile histidine triad (FHIT) expression inhibits cell growth and induces apoptosis in cutaneous T-cell lymphoma cell line.	GeneRIF	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	FHIT
Pubmed	18079118:gr	LIM kinase-mediated cofilin phosphorylation during mitosis is required for precise spindle positioning.	GeneRIF	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	LIMK1
Pubmed	19519795:gr	A double homozygous mutation in the POMT1 gene involving exon skipping gives rise to Walker-Warburg syndrome in two Spanish Gypsy families.	GeneRIF	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	POMT1
Pubmed	10597320	Search for in vivo somatic mutations in the mitotic checkpoint gene, hMAD1, in human lung cancers.	Pubmed	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	MAD1L1
Pubmed	17984249:gr	Polymorphisms in the interleukin-6 receptor gene are associated with bone mineral density and body mass index in Spanish postmenopausal women.	GeneRIF	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	IL6R
Pubmed	15263088	Evidence for defective energy homeostasis in amyotrophic lateral sclerosis: benefit of a high-energy diet in a transgenic mouse model.	Pubmed	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	SOD1
Pubmed	20931343	Superoxide dismutase type 1 in monocytes of chronic kidney disease patients.	Pubmed	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	SOD1
Pubmed	22641236:gr	CD47 expression regulated by the miR-133a tumor suppressor is a novel prognostic marker in esophageal squamous cell carcinoma.	GeneRIF	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	CD47
Pubmed	21359227	Sex hormones in autism: androgens and estrogens differentially and reciprocally regulate RORA, a novel candidate gene for autism.	Pubmed	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	RORA
Pubmed	12097503:gr	The Role of gp130 in cerebral cortical development: in vivo functional analysis in a mouse exo utero system.	GeneRIF	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	IL6ST
Pubmed	21185264:gr	Inducible disruption of autophagy in the lung causes airway hyper-responsiveness.	GeneRIF	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	ATG7
Pubmed	15737434:gr	Disease-related regressive alterations of forebrain cholinergic system in SOD1 mutant transgenic mice.	GeneRIF	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	SOD1
Pubmed	22082873:gr	Ins(1,4,5)P3 receptor-mediated Ca2+ signaling and autophagy induction are interrelated.	GeneRIF	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	ITPR3
Pubmed	11996514	Amyotrophic lateral sclerosis and SOD1 gene: an overview.	Pubmed	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	SOD1
Pubmed	23118898:gr	Role of disulfide cross-linking of mutant SOD1 in the formation of inclusion-body-like structures.	GeneRIF	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	SOD1
Pubmed	20689140	Homozygous deletion but not mutation of exons 5 and 8 of the fragile histidine triad (FHIT) gene is associated with features of differentiated thyroid carcinoma.	Pubmed	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	FHIT
Pubmed	18384644:gr	Retrograde axonal transport and motor neuron disease.	GeneRIF	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	SOD1
Pubmed	12434062	Viral IL-6-induced cell proliferation and immune evasion of interferon activity.	Pubmed	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	IL6ST
Pubmed	12695287	Effect of rosiglitazone treatment on soluble CD40L in patients with type 2 diabetes and coronary artery disease.	Pubmed	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	CD40LG
Pubmed	12039658	Identification of a novel mutation in Cu/Zn superoxide dismutase gene associated with familial amyotrophic lateral sclerosis.	Pubmed	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	SOD1
Pubmed	23407047:gr	The MAD1 1673 G ¿ A polymorphism alters the function of the mitotic spindle assembly checkpoint and is associated with a worse response to induction chemotherapy and sensitivity to treatment in patients with advanced epithelial ovarian cancer.	GeneRIF	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	MAD1L1
Pubmed	15755678	Accumulation of human SOD1 and ubiquitinated deposits in the spinal cord of SOD1G93A mice during motor neuron disease progression correlates with a decrease of proteasome.	Pubmed	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	SOD1
Pubmed	18523271:gr	CD47 expression on T cell is a self-control negative regulator of type 1 immune response.	GeneRIF	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	CD47
Pubmed	20823887	Loss of tumoral expression of soluble IL-6 receptor is associated with disease progression in colorectal cancer.	Pubmed	1.313E-3	1.000E0	2.907E-3	2.773E-2	1	1	IL6R
